event_id,date,city,zone,raw_text,trigger_label,confidence,is_disruption,mm_rainfall,window_start,window_end
EVT001130,2025-10-22,Mumbai,Vashi,Vashi side heat is there but still manageable on bike around 0:00,heavy_rain,0.71,1,0.08,00:00,01:00
EVT000732,2025-07-24,Kolkata,Garia,"imd note traffic is moderate, weather is okay",normal,0.92,0,1.67,12:00,13:00
EVT003085,2025-09-24,Mumbai,Lower Parel,delivery status humid weather but service is running smoothly,normal,0.92,0,1.16,12:00,13:00
EVT007298,2025-10-12,Chennai,Anna Nagar,some dark clouds but no disruption so far around 0:00,normal,0.92,0,1.96,00:00,01:00
EVT004589,2025-07-03,Mumbai,Chembur,imd note heat is there but still manageable on bike Mumbai warning looked scary but this pocket is fine,normal,0.92,0,1.01,18:00,19:00
EVT002796,2025-12-20,Mumbai,Borivali,"traffic is moderate, weather is okay at the mometn warning exists, ground reality here is mostly okay",normal,0.92,0,0.6,18:00,19:00
EVT007602,2025-12-03,Mumbai,Ghatkopar,Ghatkopar side roads are moving fine and orders are normal at the moment protest talk is floating around in Mumbai but no hard road closure yet,normal,0.92,0,0.81,18:00,19:00
EVT000799,2025-07-28,Bengaluru,Yelahanka,"bengaluru ops update traffic is moderate, weather is okay right now heard rain in another bengaluru area but not here saw water in another bengaluru lane but here it is still rideable",normal,0.92,0,1.02,00:00,01:00
EVT006233,2025-08-30,Chennai,Siruseri,chennai ops update heat is there but still manageable on bike around 6:00 minor slowdown only,normal,0.92,0,1.69,06:00,07:00
EVT000735,2025-09-10,Mumbai,Bandra,delivery status humid weather but service is running smoothly for this slot saw water in another mumbai lane but here it is still rideable,normal,0.92,0,0.07,00:00,01:00
EVT014538,2025-12-03,Kolkata,Esplanade,red alert update the whole stretch looks washed out and two-wheelers are backing off this started like normal monsoon but escalated fast,extreme_rain,0.94,1,130.79,18:00,19:00
EVT002245,2025-09-02,Mumbai,Borivali,"mumbai ops update bandh rumours are false, shops are open",normal,0.92,0,1.39,06:00,07:00
EVT000179,2025-07-10,Kolkata,Sealdah,some dark clouds but no disruption so far around 6:00,normal,0.92,0,0.4,06:00,07:00
EVT001175,2025-09-06,Bengaluru,Jayanagar,morning run roads are moving fine and orders are normal right now,normal,0.92,0,2.34,12:00,13:00
EVT000791,2025-10-01,Kolkata,Park Street,Park Street side some dark clouds but no disruption so far around 12:00,normal,0.92,0,1.01,12:00,13:00
EVT012452,2025-11-12,Kolkata,Garia,Garia side heat is there but still manageable on bike protest talk is floating around in Kolkata but no hard road closure yet,normal,0.92,0,0.27,06:00,07:00
EVT000199,2025-10-21,Chennai,Kathankulathur,"imd note cloudy sky, no flooding reported in the area right now heard rain in another chennai area but not here",normal,0.92,0,0.75,12:00,13:00
EVT012140,2025-11-13,Chennai,Urapakkam,"evening shift some dark clouds but no disruption so far at the moment very hot, still not enough to disrupt the shift",normal,0.92,0,0.34,06:00,07:00
EVT007676,2025-11-16,Mumbai,Thane,"morning run cloudy sky, no flooding reported in the area",normal,0.92,0,1.51,12:00,13:00
EVT000549,2025-08-19,Chennai,Chromepet,morning run alert looked scary earlier but this stretch is clear now around 6:00,normal,0.92,0,0.04,06:00,07:00
EVT003340,2025-11-02,Bengaluru,Marathahalli,heat is there but still manageable on bike for this slot,normal,0.92,0,1.39,18:00,19:00
EVT010663,2025-11-21,Kolkata,Howrah,"imd note bandh rumours are false, shops are open at the moment temperature is honestly high though still workable",normal,0.92,0,0.98,06:00,07:00
EVT007466,2025-12-11,Kolkata,Dum Dum,morning run alert looked scary earlier but this stretch is clear now around 6:00,normal,0.92,0,1.77,06:00,07:00
EVT009001,2025-11-24,Mumbai,Dadar,morning run heat is there but still manageable on bike right now,normal,0.92,0,0.46,06:00,07:00
EVT011435,2025-10-13,Mumbai,Lower Parel,"delivery status traffic is moderate, weather is okay around 12:00",normal,0.92,0,0.66,12:00,13:00
EVT012792,2025-10-07,Mumbai,Chembur,roads are moving fine and orders are normal right now,normal,0.92,0,0.91,00:00,01:00
EVT007534,2025-10-08,Chennai,Guduvanchery,chennai ops update alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,2.13,00:00,01:00
EVT000067,2025-07-10,Kolkata,Sealdah,"morning run only a light drizzle, nothing serious for deliveries right now",normal,0.92,0,0.24,00:00,01:00
EVT004713,2025-09-19,Mumbai,Bandra,delivery status alert looked scary earlier but this stretch is clear now at the moment,normal,0.92,0,1.35,18:00,19:00
EVT005215,2025-09-18,Kolkata,Tollygunge,"Tollygunge side traffic is modreate, weather is okay right now",normal,0.92,0,2.32,06:00,07:00
EVT012418,2025-08-19,Chennai,Sholinganallur,"people keep saying rain issue but this pocket is honestly functioning around 6:00 #riderlife very hot, still not enough to disrupt the shift #delivery",normal,0.92,0,2.28,06:00,07:00
EVT005034,2025-11-04,Chennai,Sholinganallur,"chennai ops update traffic is moderate, weather is okay",normal,0.92,0,0.84,18:00,19:00
EVT010520,2025-09-18,Kolkata,Park Street,"Park Street side traffic is honestly moderate, weather is okay around 18:00",normal,0.92,0,1.8,18:00,19:00
EVT002573,2025-11-15,Mumbai,Vashi,"delivery status cloudy sky, no flooding reported in the area around 6:00",normal,0.92,0,0.73,06:00,07:00
EVT010598,2025-09-27,Kolkata,Garia,"delivery status traffic is honestly moderate, weather is okay for this slot",normal,0.92,0,0.87,06:00,07:00
EVT011141,2025-11-19,Kolkata,New Town,evening shift humid weather but service is running smoothly right now minor slowdown only,normal,0.92,0,0.24,00:00,01:00
EVT000623,2025-12-04,Kolkata,Park Street,"only a light drizzle, nothing serious for deliveries for this slot",normal,0.92,0,2.17,18:00,19:00
EVT006223,2025-08-07,Chennai,Anna Nagar,imd note roads are moving fine and orders are normal at the moment Chennai warning looked scary but this pocket is fine,normal,0.92,0,1.04,12:00,13:00
EVT000788,2025-10-05,Bengaluru,Indiranagar,people keep saying rain issue but this pocket is functioning,normal,0.92,0,2.3,18:00,19:00
EVT003333,2025-07-27,Bengaluru,BTM Layout,delivery status some dark clouds but no disruption so far,normal,0.92,0,1.84,06:00,07:00
EVT014943,2025-12-18,Chennai,Kelambakkam,"ndma emergency advisory water entering shops, this has turned severe very quickly in Kelambakkam #riderlife",extreme_rain,0.92,1,130.56,12:00,13:00
EVT006009,2025-11-10,Kolkata,Tollygunge,"morning run heat is there but still manageable on bike around 6:00 #chennai warning exists, ground reality here is mostly okay #delivery",normal,0.92,0,2.29,06:00,07:00
EVT010931,2025-10-15,Mumbai,Powai,morning run humid weather but service is running smoothly around 12:00,normal,0.92,0,1.38,12:00,13:00
EVT008335,2025-10-23,Mumbai,Chembur,"imd note bandh rumours are false, shops are open at the moment #delivery",normal,0.92,0,1.6,12:00,13:00
EVT013588,2025-07-11,Kolkata,Garia,"Garia getting hit badly not full disaster, but this has gone beyond a normal shower orders are moving slower than usual",heavy_rain,0.91,1,22.59,06:00,07:00
EVT014986,2025-09-09,Kolkata,Sealdah,"field escalation cyclonic rain, trees are down and delivery is near impossible service outage risk is high looks worse on ground than the alert text suggests",extreme_rain,0.93,1,142.72,06:00,07:00
EVT008998,2025-11-15,Kolkata,Esplanade,morning run people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,0.71,00:00,01:00
EVT000516,2025-08-21,Bengaluru,Whitefield,"delivery status bandh rumours are false, shops are open at the moment",normal,0.92,0,1.47,00:00,01:00
EVT000479,2025-10-24,Chennai,T Nagar,imd note heat is there but still manageable on bike at the moment #riderlife minor slowdown only,normal,0.92,0,1.37,00:00,01:00
EVT004477,2025-08-08,Kolkata,Salt Lake,"morning run traffic is honestly moderate, weather is okay right now protest talk is floating around in Kolkata but no hard road closure yet",normal,0.92,0,0.07,00:00,01:00
EVT012716,2025-07-27,Kolkata,Howrah,"imd note bandh rumours are false, shops are open",normal,0.92,0,1.92,00:00,01:00
EVT009124,2025-10-15,Kolkata,Park Street,kolkata ops update some dark clouds but no disruption so far around 18:00 Kolkata warning looked scary but this pocket is fine,normal,0.92,0,2.29,18:00,19:00
EVT006900,2025-07-30,Bengaluru,Marathahalli,"imd note only a light drizzle, nothing serious for deliveries",normal,0.92,0,0.82,00:00,01:00
EVT001034,2025-10-14,Mumbai,Vashi,Vashi side alert looked scary earlier but this stretch is clear now #delivery,normal,0.92,0,1.22,18:00,19:00
EVT011528,2025-07-20,Bengaluru,Yelahanka,Yelahanka side people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,1.41,12:00,13:00
EVT002599,2025-12-15,Bengaluru,Rajajinagar,"Rajajinagar side cloudy sky, no flooding reported in the area for this slot temperature is high though still workable",normal,0.92,0,0.99,06:00,07:00
EVT001515,2025-08-08,Bengaluru,Rajajinagar,"imd note cloudy sky, no flooding reported in the area for this slot very hot, still not enough to disrupt the shift",normal,0.92,0,1.1,00:00,01:00
EVT006192,2025-08-11,Kolkata,Sealdah,imd note alert looked scary earlier but this stretch is clear now around 12:00,normal,0.92,0,0.87,12:00,13:00
EVT014881,2025-11-12,Mumbai,Lower Parel,red alert update rescue vehicles visible and the rain has crossed normal heavy levels in Lower Parel this started like normal monsoon but escalated fast #delivery,extreme_rain,0.95,1,101.32,18:00,19:00
EVT007238,2025-09-19,Chennai,T Nagar,"morning run cloudy sky, no flooding reported in the area at the moment heard rain in another chennai area but not here #riderlife",normal,0.92,0,1.7,18:00,19:00
EVT005754,2025-09-16,Kolkata,Esplanade,Esplanade side people keep saying rain issue but this pocket is functioning around 18:00,normal,0.92,0,1.02,18:00,19:00
EVT010502,2025-09-10,Mumbai,Vashi,"Vashi side only a light drizzle, nothing serious for deliveries right now",normal,0.92,0,1.4,12:00,13:00
EVT013355,2025-09-25,Kolkata,New Town,kolkata weather alert roads are filling up and riders are taking detours please avoid low-lying lanes #riderlife,heavy_rain,0.85,1,19.9,18:00,19:00
EVT008237,2025-09-16,Mumbai,Lower Parel,imd note people keep saying rain issue but this pocket is functioning at the moment #chennai,normal,0.92,0,1.99,18:00,19:00
EVT008537,2025-07-18,Bengaluru,BTM Layout,"imd note bandh rumours are false, shops are open right now",normal,0.92,0,0.53,06:00,07:00
EVT005522,2025-10-23,Bengaluru,Koramangala,"Koramangala side only a light drizzle, nothing serious for deliveries at the moment",normal,0.92,0,0.71,12:00,13:00
EVT001463,2025-09-15,Chennai,Guindy,morning run alert looked scary earlier but this stretch is clear now right now heard rain in another chennai area but not here,normal,0.92,0,0.63,12:00,13:00
EVT007916,2025-12-27,Bengaluru,BTM Layout,"morning run cloudy sky, no flooding reported in the area right now Bengaluru warning looked scary but this pocket is fine",normal,0.92,0,1.61,12:00,13:00
EVT001872,2025-11-06,Chennai,Porur,"imd note only a light drizzle, nothing serious for deliveries for this slot #riderlife",normal,0.92,0,0.11,12:00,13:00
EVT012645,2025-12-26,Bengaluru,HSR Layout,imd note humid weather but service is running smoothly right now,normal,0.92,0,0.81,06:00,07:00
EVT007210,2025-09-11,Kolkata,Dum Dum,imd note humid weather but service is running smoothly right now,normal,0.92,0,0.13,18:00,19:00
EVT013969,2025-07-21,Kolkata,Salt Lake,"customers are calling nonstop steady downpour, hard to complete orders",heavy_rain,0.81,1,35.13,06:00,07:00
EVT007350,2025-07-29,Mumbai,Andheri,"Andheri side bandh rumours are false, shops are open right now minor slowdown only",normal,0.92,0,1.63,06:00,07:00
EVT004624,2025-08-10,Bengaluru,Yelahanka,morning run alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,0.76,00:00,01:00
EVT009793,2025-12-21,Kolkata,Tollygunge,imd note alert looked scary earlier but this stretch is honestly clear now around 12:00 minor slowdown only,normal,0.92,0,0.03,12:00,13:00
EVT004819,2025-08-13,Mumbai,Chembur,mumbai ops update people keep saying rain issue but this pocket is honestly functioning at the moment minor slowdown only,normal,0.92,0,0.81,18:00,19:00
EVT000221,2025-07-26,Mumbai,Borivali,"mumbai ops update cloudy sky, no flooding reported in the area for this slot",normal,0.92,0,1.38,12:00,13:00
EVT012917,2025-08-11,Mumbai,Ghatkopar,"bandh rumours are false, shops are open at the moment warning exists, ground reality here is mostly okay",normal,0.92,0,1.25,00:00,01:00
EVT009318,2025-11-21,Mumbai,Borivali,delivery status alert looked scary earlier but this stretch is clear now around 6:00,normal,0.92,0,0.27,06:00,07:00
EVT002477,2025-10-20,Bengaluru,Jayanagar,morning run alert looked scary earlier but this stretch is clear now around 12:00 protest talk is floating around in Bengaluru but no hard road closure yet,normal,0.92,0,0.59,12:00,13:00
EVT004249,2025-07-08,Chennai,Guduvanchery,"morning run cloudy sky, no flooding reported in the area",normal,0.92,0,1.03,18:00,19:00
EVT011846,2025-11-19,Bengaluru,HSR Layout,some dark clouds but no disruption so far right now,normal,0.92,0,0.65,18:00,19:00
EVT014221,2025-11-12,Kolkata,Howrah,rider update visibility is honestly poor and bikes are slowing down orders are moving slower than usual,heavy_rain,0.88,1,41.18,00:00,01:00
EVT013011,2025-09-05,Mumbai,Borivali,"mumbai ops update cloudy sky, no flooding reported in the area saw water in another mumbai lane but here it is still rideable",normal,0.92,0,1.69,06:00,07:00
EVT006488,2025-09-20,Bengaluru,HSR Layout,"delivery status cloudy sky, no flooding reported in the area #chennai",normal,0.92,0,0.06,12:00,13:00
EVT009751,2025-11-21,Kolkata,Garia,evening shift humid weather but service is running smoothly at the moment temperature is high though still workable,normal,0.92,0,1.91,18:00,19:00
EVT012687,2025-10-23,Chennai,Guindy,chennai ops update roads are moving fine and orders are normal right now,normal,0.92,0,1.77,18:00,19:00
EVT005651,2025-11-30,Bengaluru,Marathahalli,"imd note cloudy sky, no flooding reported in the area",normal,0.92,0,1.65,06:00,07:00
EVT014129,2025-07-24,Kolkata,Garia,rider update streets are shiny with water and the next run feels risky since 17 pm,heavy_rain,0.93,1,22.1,18:00,19:00
EVT015245,2025-07-04,Chennai,T Nagar,"chennai shutdown update roadblock near the signal, delivery fleet is waiting around 6 AM roads themselves are open in parts but movement is still choked",bandh,0.84,1,0.0,06:00,07:00
EVT008053,2025-08-10,Bengaluru,Electronic City,"evening shift traffic is moderate, weather is okay",normal,0.92,0,0.52,06:00,07:00
EVT014271,2025-11-29,Chennai,Sholinganallur,customers are calling nonstop roads are filling up and riders are taking detours,heavy_rain,0.9,1,33.54,18:00,19:00
EVT002882,2025-12-29,Mumbai,Vashi,morning run roads are moving fine and orders are normal for this slot,normal,0.92,0,1.77,18:00,19:00
EVT001678,2025-08-22,Mumbai,Borivali,delivery status alert looked scary earlier but this stretch is honestly clear now around 6:00 #riderlife,normal,0.92,0,0.18,06:00,07:00
EVT006061,2025-11-05,Chennai,Chromepet,"morning run only a light drizzle, nothing serious for deliveries very hot, still not enough to disrupt the shift",normal,0.92,0,2.29,06:00,07:00
EVT000902,2025-11-03,Mumbai,Bandra,evening shift people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,0.86,00:00,01:00
EVT011829,2025-11-14,Bengaluru,Koramangala,"morning run cloudy sky, no flooding reported in the area",normal,0.92,0,2.34,00:00,01:00
EVT014793,2025-07-18,Mumbai,Powai,"field escalation cyclonic rain, trees are down and delivery is near impossible stay indoors if possible #chennai some riders first thought it was only heavy rain",extreme_rain,0.97,1,71.04,18:00,19:00
EVT002297,2025-10-08,Mumbai,Ghatkopar,"evening shift bandh rumours are false, shops are open right now",normal,0.92,0,1.21,18:00,19:00
EVT009114,2025-07-10,Mumbai,Dadar,delivery status roads are moving fine and orders are normal,normal,0.92,0,1.82,00:00,01:00
EVT008489,2025-08-01,Chennai,Velachery,imd note heat is honestly there but still manageable on bike at the moment #delivery Chennai warning looked scary but this pocket is fine saw water in another chennai lane but here it is still rideable,normal,0.92,0,2.22,06:00,07:00
EVT009320,2025-10-21,Chennai,Kathankulathur,imd note roads are moving fine and orders are normal at the moment,normal,0.92,0,1.87,06:00,07:00
EVT009054,2025-11-19,Chennai,Porur,chennai ops update people keep saying rain issue but this pocket is functioning at the moment minor slowdown only,normal,0.92,0,1.21,06:00,07:00
EVT013070,2025-11-20,Bengaluru,Yelahanka,"delivery status traffic is moderate, weather is okay around 0:00 Bengaluru warning looked scary but this pocket is fine",normal,0.92,0,1.99,00:00,01:00
EVT011461,2025-12-06,Chennai,Chromepet,"chennai ops update humid weather but service is running smoothly right now warning exists, ground reality here is mostly okay",normal,0.92,0,0.82,12:00,13:00
EVT006773,2025-12-17,Kolkata,Esplanade,"kolkata ops update traffic is moderate, weather is okay around 12:00 very hot, still not enough to disrupt the shift",normal,0.92,0,1.15,12:00,13:00
EVT013553,2025-07-22,Bengaluru,HSR Layout,"maybe not cyclone grade yet, HSR Layout getting hit badly surface water is honestly building and even short routes are stretching please avoid low-lying lanes",heavy_rain,0.82,1,38.72,12:00,13:00
EVT007258,2025-12-13,Chennai,Adyar,morning run some dark clouds but no disruption so far right now minor slowdown only,normal,0.92,0,0.45,00:00,01:00
EVT002581,2025-11-12,Mumbai,Lower Parel,some dark clouds but no disruption so far,normal,0.92,0,1.45,06:00,07:00
EVT007967,2025-07-03,Bengaluru,Electronic City,"delivery status bandh rumours are false, shops are open around 12:00 saw water in another bengaluru lane but here it is still rideable",normal,0.92,0,0.79,12:00,13:00
EVT014727,2025-12-10,Kolkata,Howrah,"red alert update cyclonic rain, trees are down and delivery is near impossible in Howrah",extreme_rain,0.94,1,89.58,06:00,07:00
EVT011509,2025-10-21,Kolkata,Tollygunge,imd note humid weather but service is running smoothly right now,normal,0.92,0,1.01,06:00,07:00
EVT015299,2025-10-10,Kolkata,Park Street,"police diversion note roadblock near the signal, delivery fleet is waiting",bandh,0.94,1,0.0,06:00,07:00
EVT010125,2025-09-21,Chennai,Guindy,"alert looked scary earlier but this stretch is clear now right now warning exists, ground reality here is mostly okay",normal,0.92,0,1.05,06:00,07:00
EVT009677,2025-08-09,Mumbai,Andheri,imd note some dark clouds but no disruption so far at the moment Mumbai warning looked scary but this pocket is fine,normal,0.92,0,0.88,00:00,01:00
EVT005255,2025-11-19,Mumbai,Chembur,evening shift humid weather but service is running smoothly right now,normal,0.92,0,1.12,06:00,07:00
EVT000682,2025-12-15,Bengaluru,HSR Layout,bengaluru ops update heat is there but still manageable on bike at the moment,normal,0.92,0,0.2,06:00,07:00
EVT014466,2025-07-29,Bengaluru,Whitefield,customers are calling nonstop roads are filling up and riders are taking detours,heavy_rain,0.87,1,32.51,06:00,07:00
EVT003160,2025-09-14,Kolkata,Park Street,"Park Street side traffic is honestly moderate, weather is okay for this slot warning exists, ground reality here is mostly okay",normal,0.92,0,0.71,12:00,13:00
EVT011257,2025-07-08,Kolkata,Esplanade,Esplanade side heat is there but still manageable on bike,normal,0.92,0,0.04,18:00,19:00
EVT002988,2025-07-03,Bengaluru,Indiranagar,"evening shift bandh rumours are false, shops are open right now",normal,0.92,0,0.34,12:00,13:00
EVT004909,2025-11-20,Mumbai,Powai,"only a light drizzle, nothing serious for deliveries right now",normal,0.92,0,1.35,00:00,01:00
EVT001883,2025-12-23,Chennai,Kelambakkam,"evening shift only a light drizzle, nothing serious for deliveries at the moment",normal,0.92,0,0.57,06:00,07:00
EVT012442,2025-08-16,Kolkata,Dum Dum,Dum Dum side people keep saying rain issue but this pocket is functioning around 18:00,normal,0.92,0,1.1,18:00,19:00
EVT001941,2025-12-12,Chennai,Anna Nagar,evening shift roads are moving fine and orders are normal around 12:00,heat_wave,0.48,1,1.21,12:00,13:00
EVT003297,2025-11-21,Kolkata,Garia,morning run alert looked scary earlier but this stretch is clear now at the moment protest talk is floating around in Kolkata but no hard road closure yet,normal,0.92,0,0.86,00:00,01:00
EVT003535,2025-08-10,Chennai,Potheri,Potheri side some dark clouds but no disruption so far for this slot,normal,0.92,0,0.93,12:00,13:00
EVT005975,2025-10-25,Chennai,Urapakkam,chennai ops update roads are moving fine and orders are normal heard rain in another chennai area but not here,normal,0.92,0,0.19,18:00,19:00
EVT003730,2025-11-03,Kolkata,Sealdah,kolkata ops update some dark clouds but no disruption so far right now,normal,0.92,0,1.43,12:00,13:00
EVT000491,2025-12-02,Chennai,Sholinganallur,"imd note only a light drizzle, nothing serious for deliveries at the moment",normal,0.92,0,2.02,00:00,01:00
EVT005709,2025-11-27,Kolkata,Esplanade,some dark clouds but no disruption so far for this slot,normal,0.92,0,0.21,00:00,01:00
EVT001182,2025-07-23,Bengaluru,HSR Layout,delivery status some dark clouds but no disruption so far temperature is honestly high though still workable,normal,0.92,0,2.25,00:00,01:00
EVT001376,2025-10-26,Kolkata,Behala,imd note people keep saying rain issue but this pocket is functioning around 18:00,normal,0.92,0,2.25,18:00,19:00
EVT005015,2025-07-11,Mumbai,Powai,morning run some dark clouds but no disruption so far for this slot heard rain in another mumbai area but not here,normal,0.92,0,1.26,00:00,01:00
EVT000627,2025-12-15,Kolkata,Park Street,evening shift alert looked scary earlier but this stretch is clear now at the moment heard rain in another kolkata area but not here,normal,0.92,0,1.37,06:00,07:00
EVT004759,2025-11-21,Bengaluru,Indiranagar,delivery status alert looked scary earlier but this stretch is clear now right now minor slowdown only,normal,0.92,0,2.21,18:00,19:00
EVT010957,2025-07-08,Mumbai,Bandra,"delivery status only a light drizzle, nothing serious for deliveries for this slot #delivery minor slowdown only #delivery",normal,0.92,0,0.95,18:00,19:00
EVT011855,2025-12-20,Chennai,Kelambakkam,delivery status people keep saying rain issue but this pocket is functioning at the moment saw water in another chennai lane but here it is still rideable,normal,0.92,0,1.93,00:00,01:00
EVT012034,2025-07-29,Kolkata,Sealdah,"evening shift only a light drizzle, nothing serious for deliveries right now #delivery",normal,0.92,0,2.2,12:00,13:00
EVT004181,2025-11-01,Kolkata,Howrah,Howrah side alert looked scary earlier but this stretch is clear now at the moment,normal,0.92,0,0.45,12:00,13:00
EVT011716,2025-10-07,Chennai,Guindy,delivery status humid weather but service is running smoothly,normal,0.92,0,0.44,12:00,13:00
EVT009097,2025-09-05,Chennai,Chromepet,chennai ops update some dark clouds but no disruption so far,normal,0.92,0,1.51,12:00,13:00
EVT002888,2025-07-25,Bengaluru,Rajajinagar,delivery status roads are moving fine and orders are normal for this slot minor slowdown only protest talk is floating around in Bengaluru but no hard road closure yet,normal,0.92,0,1.58,00:00,01:00
EVT008877,2025-11-07,Chennai,Guduvanchery,"Guduvanchery side alert looked scary earlier but this stretch is clear now warning exists, ground reality here is mostly okay",normal,0.92,0,1.86,00:00,01:00
EVT004540,2025-08-30,Kolkata,Behala,"imd note only a light drizzle, nothing serious for deliveries at the moment saw water in another kolkata lane but here it is still rideable #riderlife",normal,0.92,0,2.39,06:00,07:00
EVT011072,2025-10-15,Mumbai,Powai,"imd note alert looked scary earlier but this stretch is clear now for this slot temperature is high though still workable warning exists, ground reality here is mostly okay",normal,0.92,0,0.97,00:00,01:00
EVT006672,2025-07-02,Chennai,Kelambakkam,"evening shift humid weather but service is honestly running smoothly around 6:00 minor slowdown only very hot, still not enough to disrupt the shift",normal,0.92,0,0.63,06:00,07:00
EVT006454,2025-12-14,Kolkata,Howrah,"morning run cloudy sky, no flooding reported in the area heard rain in another kolkata area but not here protest talk is floating around in Kolkata but no hard road closure yet",normal,0.92,0,0.92,06:00,07:00
EVT001367,2025-08-11,Mumbai,Borivali,evening shift alert looked scary earlier but this stretch is clear now,normal,0.92,0,2.38,06:00,07:00
EVT002640,2025-09-12,Bengaluru,Marathahalli,"morning run traffic is moderate, weather is okay for this slot",normal,0.92,0,1.91,06:00,07:00
EVT014701,2025-12-26,Kolkata,Sealdah,what started as a bad spell is now a full emergency situation service outage risk is high,extreme_rain,0.89,1,149.74,06:00,07:00
EVT005603,2025-12-20,Bengaluru,BTM Layout,morning run humid weather but service is running smoothly,normal,0.92,0,2.39,00:00,01:00
EVT014037,2025-10-22,Chennai,Siruseri,"hard to tell if this becomes severe, rider update not full disaster, but this has gone beyond a normal shower around Siruseri main road",heavy_rain,0.81,1,57.19,18:00,19:00
EVT005731,2025-10-19,Kolkata,Tollygunge,"morning run bandh rumours are false, shops are open at the moment minor slowdown only",normal,0.92,0,2.33,06:00,07:00
EVT007205,2025-09-13,Chennai,Guindy,some dark clouds but no disruption so far,normal,0.92,0,1.77,00:00,01:00
EVT005297,2025-10-01,Kolkata,Salt Lake,"evening shift only a light drizzle, nothing serious for deliveries for this slot protest talk is floating around in Kolkata but no hard road closure yet",normal,0.92,0,1.92,18:00,19:00
EVT010712,2025-12-02,Chennai,Porur,"only a light drizzle, nothing serious for deliveries for this slot",normal,0.92,0,1.11,06:00,07:00
EVT002939,2025-12-06,Bengaluru,BTM Layout,imd note humid weather but service is running smoothly around 18:00 #riderlife,normal,0.92,0,1.27,18:00,19:00
EVT010909,2025-10-03,Kolkata,Behala,delivery status heat is there but still manageable on bike around 12:00 temperature is high though still workable,normal,0.92,0,2.26,12:00,13:00
EVT013450,2025-11-09,Bengaluru,Yelahanka,bengaluru weather alert streets are shiny with water and the next run feels risky,heavy_rain,0.82,1,40.27,18:00,19:00
EVT008891,2025-10-07,Chennai,Siruseri,imd note heat is there but still manageable on bike for this slot,normal,0.92,0,1.49,18:00,19:00
EVT005980,2025-07-23,Chennai,Siruseri,imd note alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,1.68,06:00,07:00
EVT004535,2025-08-18,Kolkata,Park Street,kolkata ops update people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,1.52,06:00,07:00
EVT011124,2025-08-10,Chennai,Kelambakkam,imd note roads are moving fine and orders are normal around 6:00 saw water in another chennai lane but here it is still rideable,normal,0.92,0,0.85,06:00,07:00
EVT007670,2025-10-08,Mumbai,Bandra,imd note people keep saying rain issue but this pocket is functioning right now heard rain in another mumbai area but not here,normal,0.92,0,0.62,06:00,07:00
EVT007608,2025-12-09,Bengaluru,BTM Layout,"morning run bandh rumours are false, shops are open around 18:00",normal,0.92,0,1.23,18:00,19:00
EVT012436,2025-09-09,Mumbai,Andheri,imd note heat is there but still manageable on bike at the moment,normal,0.92,0,1.02,06:00,07:00
EVT010201,2025-08-08,Chennai,Potheri,"delivery status cloudy sky, no flooding reported in the area",normal,0.92,0,1.48,06:00,07:00
EVT014268,2025-12-04,Mumbai,Ghatkopar,"hard to tell if this becomes severe, rider update not full disaster, but this has gone beyond a normal shower",heavy_rain,0.93,1,50.75,18:00,19:00
EVT015090,2025-11-08,Kolkata,New Town,"field ops alert bandh impact visible, traffic diverted and very few orders coming in this is more than normal traffic",bandh,0.9,1,0.0,06:00,07:00
EVT006682,2025-10-06,Mumbai,Dadar,mumbai ops update some dark clouds but no disruption so far around 6:00 minor slowdown only,bandh,0.64,1,0.42,06:00,07:00
EVT005429,2025-07-27,Bengaluru,Indiranagar,evening shift people keep saying rain issue but this pocket is functioning right now minor slowdown only,normal,0.92,0,2.33,12:00,13:00
EVT005267,2025-07-13,Mumbai,Bandra,"delivery status humid weather but service is honestly running smoothly around 12:00 warning exists, ground reality here is mostly okay",normal,0.92,0,0.44,12:00,13:00
EVT010915,2025-10-04,Chennai,Tambaram,delivery status some dark clouds but no disruption so far around 6:00 saw water in another chennai lane but here it is still rideable,normal,0.92,0,2.32,06:00,07:00
EVT015221,2025-11-07,Chennai,Siruseri,shops are half shut and protest groups are blocking the junction heard drums and slogans nearby,bandh,0.94,1,0.0,12:00,13:00
EVT001785,2025-08-15,Mumbai,Vashi,delivery status heat is there but still manageable on bike around 0:00,normal,0.92,0,1.97,00:00,01:00
EVT007117,2025-09-25,Bengaluru,Yelahanka,"delivery status people keep saying rain issue but this pocket is functioning warning exists, ground reality here is mostly okay #chennai",normal,0.92,0,1.96,06:00,07:00
EVT000495,2025-12-22,Kolkata,Salt Lake,"kolkata ops update traffic is moderate, weather is okay right now heard rain in another kolkata area but not here",normal,0.92,0,1.89,18:00,19:00
EVT009394,2025-07-07,Bengaluru,Jayanagar,"bengaluru ops update only a light drizzle, nothing serious for deliveries for this slot",normal,0.92,0,1.94,00:00,01:00
